codmatricula;chavematricula;unidade;codcoordenador;siglacurso;codcurso;serie;coddisciplina;anoagenda;semletivo;sigladisciplina;codturma;siglaturno;horario;diasemana;codprofessor;titulacao
1244LPEDNMA;1244LPEDNMA1468;LIBERDADE;100145;PEDA;124;4;1038;2021;2;504_081_EJA;LPEDNMA;NM;07:00-12:10;Sábado;100486;MESTRE
1244LPEDNMA;1244LPEDNMA0701;LIBERDADE;100145;PEDA;124;4;1039;2021;2;504_081_EFEB;LPEDNMA;NM;07:00-12:10;Sábado;100742;MESTRE
1244LPEDNMA;1244LPEDNMA1108;LIBERDADE;100145;PEDA;124;4;1040;2021;2;504_081_GE;LPEDNMA;NM;07:00-12:10;Sábado;100419;ESPECIALISTA
1244LPEDNMA;1244LPEDNMA0081;LIBERDADE;100145;PEDA;124;4;1041;2021;2;504_081_PPI;LPEDNMA;NM;07:00-12:10;Sábado;100202;MESTRE
1244LPEDNMB;1244LPEDNMB0859;LIBERDADE;100145;PEDA;124;4;1037;2021;2;504_081_CP;LPEDNMB;NM;07:00-12:10;Sábado;100741;MESTRE
1244LPEDNMB;1244LPEDNMB0502;LIBERDADE;100145;PEDA;124;4;1038;2021;2;504_081_EJA;LPEDNMB;NM;07:00-12:10;Sábado;100486;MESTRE
1244LPEDNMB;1244LPEDNMB0192;LIBERDADE;100145;PEDA;124;4;1039;2021;2;504_081_EFEB;LPEDNMB;NM;07:00-12:10;Sábado;100742;MESTRE
1244LPEDNMB;1244LPEDNMB0837;LIBERDADE;100145;PEDA;124;4;1040;2021;2;504_081_GE;LPEDNMB;NM;07:00-12:10;Sábado;100419;ESPECIALISTA
1244LPEDNMB;1244LPEDNMB1380;LIBERDADE;100145;PEDA;124;4;1041;2021;2;504_081_PPI;LPEDNMB;NM;07:00-12:10;Sábado;100202;MESTRE
1244BPEDN1A;1244BPEDN1A1142;BRIGADEIRO;100145;PEDA;124;4;1037;2021;2;504_081_CP;BPEDN1A;N1;18:00-20:30;Segunda Feira;100490;MESTRE
1244BPEDN1A;1244BPEDN1A1434;BRIGADEIRO;100145;PEDA;124;4;1038;2021;2;504_081_EJA;BPEDN1A;N1;18:00-20:30;Quinta Feira;100486;MESTRE
1244BPEDN1A;1244BPEDN1A0872;BRIGADEIRO;100145;PEDA;124;4;1039;2021;2;504_081_EFEB;BPEDN1A;N1;18:00-20:30;Quarta Feira;100702;ESPECIALISTA
1244BPEDN1A;1244BPEDN1A0019;BRIGADEIRO;100145;PEDA;124;4;1040;2021;2;504_081_GE;BPEDN1A;N1;18:00-20:30;Terça Feira;100367;ESPECIALISTA
1244BPEDN1A;1244BPEDN1A0815;BRIGADEIRO;100145;PEDA;124;4;1041;2021;2;504_081_PPI;BPEDN1A;N1;18:00-20:30;Sexta Feira;100494;ESPECIALISTA
1244BPEDN1B;1244BPEDN1B1385;BRIGADEIRO;100145;PEDA;124;4;1037;2021;2;504_081_CP;BPEDN1B;N1;18:00-20:30;Terça Feira;100490;MESTRE
1244BPEDN1B;1244BPEDN1B0012;BRIGADEIRO;100145;PEDA;124;4;1038;2021;2;504_081_EJA;BPEDN1B;N1;18:00-20:30;Quarta Feira;100486;MESTRE
1244BPEDN1B;1244BPEDN1B0826;BRIGADEIRO;100145;PEDA;124;4;1039;2021;2;504_081_EFEB;BPEDN1B;N1;18:00-20:30;Segunda Feira;100646;ESPECIALISTA
1244BPEDN1B;1244BPEDN1B1376;BRIGADEIRO;100145;PEDA;124;4;1040;2021;2;504_081_GE;BPEDN1B;N1;18:00-20:30;Quinta Feira;100367;ESPECIALISTA
1244BPEDN1B;1244BPEDN1B0602;BRIGADEIRO;100145;PEDA;124;4;1041;2021;2;504_081_PPI;BPEDN1B;N1;18:00-20:30;Sexta Feira;100723;ESPECIALISTA
1244BPEDN2A;1244BPEDN2A1178;BRIGADEIRO;100145;PEDA;124;4;1037;2021;2;504_081_CP;BPEDN2A;N2;20:40-23:10;Quinta Feira;205;DOUTOR
1244BPEDN2A;1244BPEDN2A1460;BRIGADEIRO;100145;PEDA;124;4;1038;2021;2;504_081_EJA;BPEDN2A;N2;20:40-23:10;Quarta Feira;100486;MESTRE
1244BPEDN2A;1244BPEDN2A0953;BRIGADEIRO;100145;PEDA;124;4;1039;2021;2;504_081_EFEB;BPEDN2A;N2;20:40-23:10;Segunda Feira;100646;ESPECIALISTA
1244BPEDN2A;1244BPEDN2A1488;BRIGADEIRO;100145;PEDA;124;4;1040;2021;2;504_081_GE;BPEDN2A;N2;20:40-23:10;Terça Feira;100367;ESPECIALISTA
1244BPEDN2A;1244BPEDN2A1310;BRIGADEIRO;100145;PEDA;124;4;1041;2021;2;504_081_PPI;BPEDN2A;N2;20:40-23:10;Sexta Feira;100099;ESPECIALISTA
1244BPEDNMA;1244BPEDNMA0377;BRIGADEIRO;100145;PEDA;124;4;1037;2021;2;504_081_CP;BPEDNMA;NM;07:00-12:10;Sábado;205;DOUTOR
1244BPEDNMA;1244BPEDNMA1134;BRIGADEIRO;100145;PEDA;124;4;1038;2021;2;504_081_EJA;BPEDNMA;NM;07:00-12:10;Sábado;100486;MESTRE
1244BPEDNMA;1244BPEDNMA1525;BRIGADEIRO;100145;PEDA;124;4;1039;2021;2;504_081_EFEB;BPEDNMA;NM;07:00-12:10;Sábado;100646;ESPECIALISTA
1244BPEDNMA;1244BPEDNMA0832;BRIGADEIRO;100145;PEDA;124;4;1040;2021;2;504_081_GE;BPEDNMA;NM;07:00-12:10;Sábado;100367;ESPECIALISTA
1244BPEDNMA;1244BPEDNMA0103;BRIGADEIRO;100145;PEDA;124;4;1041;2021;2;504_081_PPI;BPEDNMA;NM;07:00-12:10;Sábado;100696;MESTRE
1244BPEDNMB;1244BPEDNMB0215;BRIGADEIRO;100145;PEDA;124;4;1037;2021;2;504_081_CP;BPEDNMB;NM;07:00-12:10;Sábado;205;DOUTOR
1244BPEDNMB;1244BPEDNMB1478;BRIGADEIRO;100145;PEDA;124;4;1038;2021;2;504_081_EJA;BPEDNMB;NM;07:00-12:10;Sábado;100486;MESTRE
1244BPEDNMB;1244BPEDNMB0003;BRIGADEIRO;100145;PEDA;124;4;1039;2021;2;504_081_EFEB;BPEDNMB;NM;07:00-12:10;Sábado;100646;ESPECIALISTA
1244BPEDNMB;1244BPEDNMB1468;BRIGADEIRO;100145;PEDA;124;4;1040;2021;2;504_081_GE;BPEDNMB;NM;07:00-12:10;Sábado;100367;ESPECIALISTA
1244BPEDNMB;1244BPEDNMB0124;BRIGADEIRO;100145;PEDA;124;4;1041;2021;2;504_081_PPI;BPEDNMB;NM;07:00-12:10;Sábado;205;DOUTOR
1244LPEDM1A;1244LPEDM1A1518;LIBERDADE;100145;PEDA;124;4;1037;2021;2;504_081_CP;LPEDM1A;M1;07:00-09:40;Quarta Feira;100749;ESPECIALISTA
1244LPEDM1A;1244LPEDM1A0656;LIBERDADE;100145;PEDA;124;4;1038;2021;2;504_081_EJA;LPEDM1A;M1;07:00-09:40;Quinta Feira;202;DOUTOR
1244LPEDM1A;1244LPEDM1A1313;LIBERDADE;100145;PEDA;124;4;1039;2021;2;504_081_EFEB;LPEDM1A;M1;07:00-09:40;Segunda Feira;100333;MESTRE
1244LPEDM1A;1244LPEDM1A0098;LIBERDADE;100145;PEDA;124;4;1040;2021;2;504_081_GE;LPEDM1A;M1;07:00-09:40;Terça Feira;225;DOUTOR
1244LPEDM1A;1244LPEDM1A0584;LIBERDADE;100145;PEDA;124;4;1041;2021;2;504_081_PPI;LPEDM1A;M1;07:00-09:40;Sexta Feira;100362;MESTRE
1244LPEDM2A;1244LPEDM2A0997;LIBERDADE;100145;PEDA;124;4;1037;2021;2;504_081_CP;LPEDM2A;M2;09:40-12:10;Segunda Feira;100123;MESTRE
1244LPEDM2A;1244LPEDM2A0451;LIBERDADE;100145;PEDA;124;4;1038;2021;2;504_081_EJA;LPEDM2A;M2;09:40-12:10;Quarta Feira;202;DOUTOR
1244LPEDM2A;1244LPEDM2A1196;LIBERDADE;100145;PEDA;124;4;1039;2021;2;504_081_EFEB;LPEDM2A;M2;09:40-12:10;Quinta Feira;100333;MESTRE
1244LPEDM2A;1244LPEDM2A0518;LIBERDADE;100145;PEDA;124;4;1040;2021;2;504_081_GE;LPEDM2A;M2;09:40-12:10;Terça Feira;225;DOUTOR
1244LPEDM2A;1244LPEDM2A0129;LIBERDADE;100145;PEDA;124;4;1041;2021;2;504_081_PPI;LPEDM2A;M2;09:40-12:10;Sexta Feira;100362;MESTRE
1244LPEDNMA;1244LPEDNMA0770;LIBERDADE;100145;PEDA;124;4;1037;2021;2;504_081_CP;LPEDNMA;NM;07:00-12:10;Sábado;100749;ESPECIALISTA
1244LPEDNMA;1244LPEDNMA0582;LIBERDADE;100145;PEDA;124;4;1038;2021;2;504_081_EJA;LPEDNMA;NM;07:00-12:10;Sábado;202;DOUTOR
1244LPEDNMA;1244LPEDNMA0796;LIBERDADE;100145;PEDA;124;4;1039;2021;2;504_081_EFEB;LPEDNMA;NM;07:00-12:10;Sábado;100333;MESTRE
1244LPEDNMA;1244LPEDNMA0557;LIBERDADE;100145;PEDA;124;4;1040;2021;2;504_081_GE;LPEDNMA;NM;07:00-12:10;Sábado;100611;MESTRE
1244LPEDNMA;1244LPEDNMA0903;LIBERDADE;100145;PEDA;124;4;1041;2021;2;504_081_PPI;LPEDNMA;NM;07:00-12:10;Sábado;100333;MESTRE
1244LPEDNMB;1244LPEDNMB0691;LIBERDADE;100145;PEDA;124;4;1037;2021;2;504_081_CP;LPEDNMB;NM;07:00-12:10;Sábado;100749;ESPECIALISTA
1244LPEDNMB;1244LPEDNMB0922;LIBERDADE;100145;PEDA;124;4;1038;2021;2;504_081_EJA;LPEDNMB;NM;07:00-12:10;Sábado;202;DOUTOR
1244LPEDNMB;1244LPEDNMB0613;LIBERDADE;100145;PEDA;124;4;1039;2021;2;504_081_EFEB;LPEDNMB;NM;07:00-12:10;Sábado;100333;MESTRE
1244LPEDNMB;1244LPEDNMB1149;LIBERDADE;100145;PEDA;124;4;1040;2021;2;504_081_GE;LPEDNMB;NM;07:00-12:10;Sábado;100611;MESTRE
1244LPEDNMB;1244LPEDNMB0856;LIBERDADE;100145;PEDA;124;4;1041;2021;2;504_081_PPI;LPEDNMB;NM;07:00-12:10;Sábado;100696;MESTRE
1245LPEDN2A;1245LPEDN2A0330;LIBERDADE;100145;PEDA;124;5;1042;2021;2;505_081_CM;LPEDN2A;N2;20:40-23:10;Terça Feira;100116;MESTRE
1245LPEDN2A;1245LPEDN2A1447;LIBERDADE;100145;PEDA;124;5;1043;2021;2;505_081_D;LPEDN2A;N2;20:40-23:10;Quinta Feira;100697;ESPECIALISTA
1245LPEDN2A;1245LPEDN2A0059;LIBERDADE;100145;PEDA;124;5;1044;2021;2;505_081_FP;LPEDN2A;N2;20:40-23:10;Quarta Feira;100741;MESTRE
1245LPEDN2A;1245LPEDN2A0324;LIBERDADE;100145;PEDA;124;5;1045;2021;2;505_081_FEL;LPEDN2A;N2;20:40-23:10;Segunda Feira;100471;DOUTOR
1245LPEDN2A;1245LPEDN2A0705;LIBERDADE;100145;PEDA;124;5;1046;2021;2;505_081_PPI;LPEDN2A;N2;20:40-23:10;Sexta Feira;100564;ESPECIALISTA
1245LPEDN2B;1245LPEDN2B0650;LIBERDADE;100145;PEDA;124;5;1042;2021;2;505_081_CM;LPEDN2B;N2;20:40-23:10;Quinta Feira;100557;ESPECIALISTA
1245LPEDN2B;1245LPEDN2B0641;LIBERDADE;100145;PEDA;124;5;1043;2021;2;505_081_D;LPEDN2B;N2;20:40-23:10;Quarta Feira;100697;ESPECIALISTA
1245LPEDN2B;1245LPEDN2B0991;LIBERDADE;100145;PEDA;124;5;1044;2021;2;505_081_FP;LPEDN2B;N2;20:40-23:10;Terça Feira;100545;MESTRE
1245LPEDN2B;1245LPEDN2B1533;LIBERDADE;100145;PEDA;124;5;1045;2021;2;505_081_FEL;LPEDN2B;N2;20:40-23:10;Segunda Feira;100557;ESPECIALISTA
1245LPEDN2B;1245LPEDN2B0241;LIBERDADE;100145;PEDA;124;5;1046;2021;2;505_081_PPI;LPEDN2B;N2;20:40-23:10;Sexta Feira;100564;ESPECIALISTA
1245BPEDN2A;1245BPEDN2A0118;BRIGADEIRO;100145;PEDA;124;5;1042;2021;2;505_081_CM;BPEDN2A;N2;20:40-23:10;Quarta Feira;100731;MESTRE
1245BPEDN2A;1245BPEDN2A0676;BRIGADEIRO;100145;PEDA;124;5;1043;2021;2;505_081_D;BPEDN2A;N2;20:40-23:10;Terça Feira;100423;MESTRE
1245BPEDN2A;1245BPEDN2A0965;BRIGADEIRO;100145;PEDA;124;5;1044;2021;2;505_081_FP;BPEDN2A;N2;20:40-23:10;Segunda Feira;100545;MESTRE
1245BPEDN2A;1245BPEDN2A1434;BRIGADEIRO;100145;PEDA;124;5;1045;2021;2;505_081_FEL;BPEDN2A;N2;20:40-23:10;Quinta Feira;100499;MESTRE
1245BPEDN2A;1245BPEDN2A0589;BRIGADEIRO;100145;PEDA;124;5;1046;2021;2;505_081_PPI;BPEDN2A;N2;20:40-23:10;Sexta Feira;100682;ESPECIALISTA
1245LPEDNMA;1245LPEDNMA0205;LIBERDADE;100145;PEDA;124;5;1042;2021;2;505_081_CM;LPEDNMA;NM;07:00-12:10;Sábado;100557;ESPECIALISTA
1245LPEDNMA;1245LPEDNMA0930;LIBERDADE;100145;PEDA;124;5;1043;2021;2;505_081_D;LPEDNMA;NM;07:00-12:10;Sábado;100697;ESPECIALISTA
1245LPEDNMA;1245LPEDNMA1095;LIBERDADE;100145;PEDA;124;5;1044;2021;2;505_081_FP;LPEDNMA;NM;07:00-12:10;Sábado;100545;MESTRE
1245LPEDNMA;1245LPEDNMA1113;LIBERDADE;100145;PEDA;124;5;1045;2021;2;505_081_FEL;LPEDNMA;NM;07:00-12:10;Sábado;100499;MESTRE
1245LPEDNMA;1245LPEDNMA0364;LIBERDADE;100145;PEDA;124;5;1046;2021;2;505_081_PPI;LPEDNMA;NM;07:00-12:10;Sábado;100557;ESPECIALISTA
1246LPEDN1A;1246LPEDN1A0505;LIBERDADE;100145;PEDA;124;6;1047;2021;2;506_081_AA;LPEDN1A;N1;18:00-20:30;Segunda Feira;100340;MESTRE
1246LPEDN1A;1246LPEDN1A0464;LIBERDADE;100145;PEDA;124;6;1048;2021;2;506_081_MEC;LPEDN1A;N1;18:00-20:30;Terça Feira;100123;MESTRE
1246LPEDN1A;1246LPEDN1A1450;LIBERDADE;100145;PEDA;124;6;1049;2021;2;506_081_MEG;LPEDN1A;N1;18:00-20:30;Quarta Feira;100606;ESPECIALISTA
1246LPEDN1A;1246LPEDN1A0824;LIBERDADE;100145;PEDA;124;6;1050;2021;2;506_081_MEM;LPEDN1A;N1;18:00-20:30;Quinta Feira;100368;ESPECIALISTA
1246LPEDN1A;1246LPEDN1A0560;LIBERDADE;100145;PEDA;124;6;1051;2021;2;506_081_TCC;LPEDN1A;N1;18:00-20:30;Sexta Feira;100564;ESPECIALISTA
1246LPEDN1A;1246LPEDN1A0823;LIBERDADE;100145;PEDA;124;6;1052;2021;2;506_081_PPI;LPEDN1A;N1;18:00-20:30;Sexta Feira;100564;ESPECIALISTA
1246LPEDN1B;1246LPEDN1B1062;LIBERDADE;100145;PEDA;124;6;1047;2021;2;506_081_AA;LPEDN1B;N1;18:00-20:30;Segunda Feira;100202;MESTRE
1246LPEDN1B;1246LPEDN1B1347;LIBERDADE;100145;PEDA;124;6;1048;2021;2;506_081_MEC;LPEDN1B;N1;18:00-20:30;Quinta Feira;100123;MESTRE
1246LPEDN1B;1246LPEDN1B1458;LIBERDADE;100145;PEDA;124;6;1049;2021;2;506_081_MEG;LPEDN1B;N1;18:00-20:30;Quarta Feira;100612;DOUTOR
1246LPEDN1B;1246LPEDN1B0359;LIBERDADE;100145;PEDA;124;6;1050;2021;2;506_081_MEM;LPEDN1B;N1;18:00-20:30;Terça Feira;100413;ESPECIALISTA
1246LPEDN1B;1246LPEDN1B0229;LIBERDADE;100145;PEDA;124;6;1051;2021;2;506_081_TCC;LPEDN1B;N1;18:00-20:30;Sexta Feira;100564;ESPECIALISTA
1246LPEDN1B;1246LPEDN1B1428;LIBERDADE;100145;PEDA;124;6;1052;2021;2;506_081_PPI;LPEDN1B;N1;18:00-20:30;Sexta Feira;100564;ESPECIALISTA
1246LPEDN2A;1246LPEDN2A1482;LIBERDADE;100145;PEDA;124;6;1047;2021;2;506_081_AA;LPEDN2A;N2;20:40-23:10;Segunda Feira;100340;MESTRE
1246LPEDN2A;1246LPEDN2A1009;LIBERDADE;100145;PEDA;124;6;1048;2021;2;506_081_MEC;LPEDN2A;N2;20:40-23:10;Terça Feira;100123;MESTRE
1246LPEDN2A;1246LPEDN2A0924;LIBERDADE;100145;PEDA;124;6;1049;2021;2;506_081_MEG;LPEDN2A;N2;20:40-23:10;Quarta Feira;100606;ESPECIALISTA
1246LPEDN2A;1246LPEDN2A0353;LIBERDADE;100145;PEDA;124;6;1050;2021;2;506_081_MEM;LPEDN2A;N2;20:40-23:10;Quinta Feira;100368;ESPECIALISTA
1246LPEDN2A;1246LPEDN2A1369;LIBERDADE;100145;PEDA;124;6;1051;2021;2;506_081_TCC;LPEDN2A;N2;20:40-23:10;Sexta Feira;100202;MESTRE
1246LPEDN2A;1246LPEDN2A0651;LIBERDADE;100145;PEDA;124;6;1052;2021;2;506_081_PPI;LPEDN2A;N2;20:40-23:10;Sexta Feira;100202;MESTRE
1246LPEDN2B;1246LPEDN2B1198;LIBERDADE;100145;PEDA;124;6;1047;2021;2;506_081_AA;LPEDN2B;N2;20:40-23:10;Segunda Feira;100202;MESTRE
1246LPEDN2B;1246LPEDN2B1395;LIBERDADE;100145;PEDA;124;6;1048;2021;2;506_081_MEC;LPEDN2B;N2;20:40-23:10;Quinta Feira;100123;MESTRE
1246LPEDN2B;1246LPEDN2B0376;LIBERDADE;100145;PEDA;124;6;1049;2021;2;506_081_MEG;LPEDN2B;N2;20:40-23:10;Quarta Feira;100612;DOUTOR
1246LPEDN2B;1246LPEDN2B0799;LIBERDADE;100145;PEDA;124;6;1050;2021;2;506_081_MEM;LPEDN2B;N2;20:40-23:10;Terça Feira;100413;ESPECIALISTA
1246LPEDN2B;1246LPEDN2B0234;LIBERDADE;100145;PEDA;124;6;1051;2021;2;506_081_TCC;LPEDN2B;N2;20:40-23:10;Sexta Feira;100564;ESPECIALISTA
1246LPEDN2B;1246LPEDN2B1336;LIBERDADE;100145;PEDA;124;6;1052;2021;2;506_081_PPI;LPEDN2B;N2;20:40-23:10;Sexta Feira;100564;ESPECIALISTA
1246LPEDNMA;1246LPEDNMA1443;LIBERDADE;100145;PEDA;124;6;1047;2021;2;506_081_AA;LPEDNMA;NM;07:00-12:10;Sábado;100719;ESPECIALISTA
1246LPEDNMA;1246LPEDNMA0991;LIBERDADE;100145;PEDA;124;6;1048;2021;2;506_081_MEC;LPEDNMA;NM;07:00-12:10;Sábado;100729;ESPECIALISTA
1246LPEDNMA;1246LPEDNMA0340;LIBERDADE;100145;PEDA;124;6;1049;2021;2;506_081_MEG;LPEDNMA;NM;07:00-12:10;Sábado;100365;ESPECIALISTA
1246LPEDNMA;1246LPEDNMA0884;LIBERDADE;100145;PEDA;124;6;1050;2021;2;506_081_MEM;LPEDNMA;NM;07:00-12:10;Sábado;100368;ESPECIALISTA
1246LPEDNMA;1246LPEDNMA1242;LIBERDADE;100145;PEDA;124;6;1051;2021;2;506_081_TCC;LPEDNMA;NM;07:00-12:10;Sábado;100564;ESPECIALISTA
1246LPEDNMA;1246LPEDNMA0986;LIBERDADE;100145;PEDA;124;6;1052;2021;2;506_081_PPI;LPEDNMA;NM;07:00-12:10;Sábado;100564;ESPECIALISTA
1246LPEDNMB;1246LPEDNMB0681;LIBERDADE;100145;PEDA;124;6;1047;2021;2;506_081_AA;LPEDNMB;NM;07:00-12:10;Sábado;100719;ESPECIALISTA
1246LPEDNMB;1246LPEDNMB1319;LIBERDADE;100145;PEDA;124;6;1048;2021;2;506_081_MEC;LPEDNMB;NM;07:00-12:10;Sábado;100729;ESPECIALISTA
1246LPEDNMB;1246LPEDNMB0598;LIBERDADE;100145;PEDA;124;6;1049;2021;2;506_081_MEG;LPEDNMB;NM;07:00-12:10;Sábado;100365;ESPECIALISTA
1246LPEDNMB;1246LPEDNMB0737;LIBERDADE;100145;PEDA;124;6;1050;2021;2;506_081_MEM;LPEDNMB;NM;07:00-12:10;Sábado;100368;ESPECIALISTA
1246LPEDNMB;1246LPEDNMB0078;LIBERDADE;100145;PEDA;124;6;1051;2021;2;506_081_TCC;LPEDNMB;NM;07:00-12:10;Sábado;100611;MESTRE
1246LPEDNMB;1246LPEDNMB1244;LIBERDADE;100145;PEDA;124;6;1052;2021;2;506_081_PPI;LPEDNMB;NM;07:00-12:10;Sábado;100611;MESTRE
1246BPEDN1A;1246BPEDN1A0895;BRIGADEIRO;100145;PEDA;124;6;1047;2021;2;506_081_AA;BPEDN1A;N1;18:00-20:30;Segunda Feira;100499;MESTRE
1246BPEDN1A;1246BPEDN1A1544;BRIGADEIRO;100145;PEDA;124;6;1048;2021;2;506_081_MEC;BPEDN1A;N1;18:00-20:30;Quinta Feira;100729;ESPECIALISTA
1246BPEDN1A;1246BPEDN1A0776;BRIGADEIRO;100145;PEDA;124;6;1049;2021;2;506_081_MEG;BPEDN1A;N1;18:00-20:30;Terça Feira;100365;ESPECIALISTA
1246BPEDN1A;1246BPEDN1A0740;BRIGADEIRO;100145;PEDA;124;6;1050;2021;2;506_081_MEM;BPEDN1A;N1;18:00-20:30;Quarta Feira;100413;ESPECIALISTA
1246BPEDN1A;1246BPEDN1A0503;BRIGADEIRO;100145;PEDA;124;6;1051;2021;2;506_081_TCC;BPEDN1A;N1;18:00-20:30;Sexta Feira;100731;MESTRE
1246BPEDN1A;1246BPEDN1A0091;BRIGADEIRO;100145;PEDA;124;6;1052;2021;2;506_081_PPI;BPEDN1A;N1;18:00-20:30;Sexta Feira;100731;MESTRE
1246BPEDN1B;1246BPEDN1B0503;BRIGADEIRO;100145;PEDA;124;6;1047;2021;2;506_081_AA;BPEDN1B;N1;18:00-20:30;Terça Feira;100499;MESTRE
1246BPEDN1B;1246BPEDN1B1086;BRIGADEIRO;100145;PEDA;124;6;1048;2021;2;506_081_MEC;BPEDN1B;N1;18:00-20:30;Quinta Feira;100275;MESTRE
1246BPEDN1B;1246BPEDN1B1145;BRIGADEIRO;100145;PEDA;124;6;1049;2021;2;506_081_MEG;BPEDN1B;N1;18:00-20:30;Segunda Feira;100365;ESPECIALISTA
1246BPEDN1B;1246BPEDN1B1325;BRIGADEIRO;100145;PEDA;124;6;1050;2021;2;506_081_MEM;BPEDN1B;N1;18:00-20:30;Quarta Feira;100368;ESPECIALISTA
1246BPEDN1B;1246BPEDN1B0734;BRIGADEIRO;100145;PEDA;124;6;1051;2021;2;506_081_TCC;BPEDN1B;N1;18:00-20:30;Sexta Feira;100099;ESPECIALISTA
1246BPEDN1B;1246BPEDN1B1277;BRIGADEIRO;100145;PEDA;124;6;1052;2021;2;506_081_PPI;BPEDN1B;N1;18:00-20:30;Sexta Feira;100099;ESPECIALISTA
1246BPEDN2A;1246BPEDN2A1281;BRIGADEIRO;100145;PEDA;124;6;1047;2021;2;506_081_AA;BPEDN2A;N2;20:40-23:10;Segunda Feira;100499;MESTRE
1246BPEDN2A;1246BPEDN2A1290;BRIGADEIRO;100145;PEDA;124;6;1048;2021;2;506_081_MEC;BPEDN2A;N2;20:40-23:10;Quinta Feira;100275;MESTRE
1246BPEDN2A;1246BPEDN2A0948;BRIGADEIRO;100145;PEDA;124;6;1049;2021;2;506_081_MEG;BPEDN2A;N2;20:40-23:10;Terça Feira;100365;ESPECIALISTA
1246BPEDN2A;1246BPEDN2A1420;BRIGADEIRO;100145;PEDA;124;6;1050;2021;2;506_081_MEM;BPEDN2A;N2;20:40-23:10;Quarta Feira;100413;ESPECIALISTA
1246BPEDN2A;1246BPEDN2A0118;BRIGADEIRO;100145;PEDA;124;6;1051;2021;2;506_081_TCC;BPEDN2A;N2;20:40-23:10;Sexta Feira;100731;MESTRE
1246BPEDN2A;1246BPEDN2A0085;BRIGADEIRO;100145;PEDA;124;6;1052;2021;2;506_081_PPI;BPEDN2A;N2;20:40-23:10;Sexta Feira;100731;MESTRE
1246LPEDM1A;1246LPEDM1A0398;LIBERDADE;100145;PEDA;124;6;1047;2021;2;506_081_AA;LPEDM1A;M1;07:00-09:40;Segunda Feira;239;DOUTOR
1246LPEDM1A;1246LPEDM1A0571;LIBERDADE;100145;PEDA;124;6;1048;2021;2;506_081_MEC;LPEDM1A;M1;07:00-09:40;Quarta Feira;100729;ESPECIALISTA
1246LPEDM1A;1246LPEDM1A1219;LIBERDADE;100145;PEDA;124;6;1049;2021;2;506_081_MEG;LPEDM1A;M1;07:00-09:40;Terça Feira;100365;ESPECIALISTA
1246LPEDM1A;1246LPEDM1A0891;LIBERDADE;100145;PEDA;124;6;1050;2021;2;506_081_MEM;LPEDM1A;M1;07:00-09:40;Quinta Feira;100368;ESPECIALISTA
1246LPEDM1A;1246LPEDM1A0953;LIBERDADE;100145;PEDA;124;6;1051;2021;2;506_081_TCC;LPEDM1A;M1;07:00-09:40;Sexta Feira;225;DOUTOR
1246LPEDM1A;1246LPEDM1A1429;LIBERDADE;100145;PEDA;124;6;1052;2021;2;506_081_PPI;LPEDM1A;M1;07:00-09:40;Sexta Feira;225;DOUTOR
1246LPEDM1B;1246LPEDM1B0781;LIBERDADE;100145;PEDA;124;6;1047;2021;2;506_081_AA;LPEDM1B;M1;07:00-09:40;Quarta Feira;239;DOUTOR
1246LPEDM1B;1246LPEDM1B0624;LIBERDADE;100145;PEDA;124;6;1048;2021;2;506_081_MEC;LPEDM1B;M1;07:00-09:40;Segunda Feira;100123;MESTRE
1246LPEDM1B;1246LPEDM1B1352;LIBERDADE;100145;PEDA;124;6;1049;2021;2;506_081_MEG;LPEDM1B;M1;07:00-09:40;Quinta Feira;100612;DOUTOR
1246LPEDM1B;1246LPEDM1B0356;LIBERDADE;100145;PEDA;124;6;1050;2021;2;506_081_MEM;LPEDM1B;M1;07:00-09:40;Terça Feira;100368;ESPECIALISTA
1246LPEDM1B;1246LPEDM1B0106;LIBERDADE;100145;PEDA;124;6;1051;2021;2;506_081_TCC;LPEDM1B;M1;07:00-09:40;Sexta Feira;100470;ESPECIALISTA
1246LPEDM1B;1246LPEDM1B0664;LIBERDADE;100145;PEDA;124;6;1052;2021;2;506_081_PPI;LPEDM1B;M1;07:00-09:40;Sexta Feira;100470;ESPECIALISTA
1246LPEDN1A;1246LPEDN1A1397;LIBERDADE;100145;PEDA;124;6;1047;2021;2;506_081_AA;LPEDN1A;N1;18:00-20:30;Quinta Feira;100611;MESTRE
1246LPEDN1A;1246LPEDN1A1060;LIBERDADE;100145;PEDA;124;6;1048;2021;2;506_081_MEC;LPEDN1A;N1;18:00-20:30;Quarta Feira;100275;MESTRE
1246LPEDN1A;1246LPEDN1A0292;LIBERDADE;100145;PEDA;124;6;1049;2021;2;506_081_MEG;LPEDN1A;N1;18:00-20:30;Terça Feira;100090;ESPECIALISTA
1246LPEDN1A;1246LPEDN1A1065;LIBERDADE;100145;PEDA;124;6;1050;2021;2;506_081_MEM;LPEDN1A;N1;18:00-20:30;Segunda Feira;100368;ESPECIALISTA
1246LPEDN1A;1246LPEDN1A1185;LIBERDADE;100145;PEDA;124;6;1051;2021;2;506_081_TCC;LPEDN1A;N1;18:00-20:30;Sexta Feira;100754;MESTRE
1246LPEDN1A;1246LPEDN1A1517;LIBERDADE;100145;PEDA;124;6;1052;2021;2;506_081_PPI;LPEDN1A;N1;18:00-20:30;Sexta Feira;100754;MESTRE
