chavematricula;codmaricula;ra;codcurso;serie;codturno;codunidade;unidade;codturma;siglaturno;tipocurso;datamatricula;coddisciplina;sigladisciplina;status
13356BREDM2A;1325BREDM2A;109260;132;5;4;2;BRIGADEIRO;BREDM2A;M2;TECNOLOGICO;06/06/21;9999;Matricula;Cancelado
13357LADMM1A;1207LADMM1A;109261;120;7;3;1;LIBERDADE;LADMM1A;M1;BACHARELADO;05/07/21;9999;Matricula;Cancelado
13358BENCM2A;1363BENCM2A;109262;136;3;4;2;BRIGADEIRO;BENCM2A;M2;ENGENHARIA;16/06/21;9999;Matricula;Trancado
13359LREDM1A;1325LREDM1A;109263;132;5;3;1;LIBERDADE;LREDM1A;M1;TECNOLOGICO;27/07/21;1092;821E_081_FIRW;Ativo
13360LREDM1A;1325LREDM1A;109263;132;5;3;1;LIBERDADE;LREDM1A;M1;TECNOLOGICO;27/07/21;1093;821E_081_GPR;Ativo
13361LREDM1A;1325LREDM1A;109263;132;5;3;1;LIBERDADE;LREDM1A;M1;TECNOLOGICO;27/07/21;1094;821E_081_LE;Ativo
13362LREDM1A;1325LREDM1A;109263;132;5;3;1;LIBERDADE;LREDM1A;M1;TECNOLOGICO;27/07/21;1095;821E_081_PPI;Ativo
13363LREDM1A;1325LREDM1A;109263;132;5;3;1;LIBERDADE;LREDM1A;M1;TECNOLOGICO;27/07/21;1096;821E_081_SR;Ativo
13364BBDIM1A;1285BBDIM1A;109264;128;5;3;2;BRIGADEIRO;BBDIM1A;M1;TECNOLOGICO;14/07/21;9999;Matricula;Trancado
13365BBLCN2A;1293BBLCN2A;109265;129;3;2;2;BRIGADEIRO;BBLCN2A;N2;TECNOLOGICO;16/07/21;9999;Matricula;Cancelado
13366BLIPM1A;1376BLIPM1A;109266;137;6;3;2;BRIGADEIRO;BLIPM1A;M1;LICENCIATURA;10/07/21;9999;Matricula;Cancelado
13367LMATM1A;1231LMATM1A;109267;123;1;3;1;LIBERDADE;LMATM1A;M1;BACHARELADO;07/07/21;1236;1261236GEV;Ativo
13368BBDDM1A;1275BBDDM1A;109268;127;5;3;2;BRIGADEIRO;BBDDM1A;M1;TECNOLOGICO;18/07/21;9999;Matricula;Cancelado
13369BBDIM1A;1281BBDIM1A;109269;128;1;3;2;BRIGADEIRO;BBDIM1A;M1;TECNOLOGICO;22/06/21;9999;Matricula;Cancelado
13370BBDIM1A;1281BBDIM1A;109270;128;1;3;2;BRIGADEIRO;BBDIM1A;M1;TECNOLOGICO;13/07/21;9999;Matricula;Trancado
13371BENCN1A;1364BENCN1A;109271;136;4;1;2;BRIGADEIRO;BENCN1A;N1;ENGENHARIA;23/07/21;9999;Matricula;Concluido
13372LLIPM2A;1375LLIPM2A;109272;137;5;4;1;LIBERDADE;LLIPM2A;M2;LICENCIATURA;21/07/21;9999;Matricula;Concluido
13373LCCTM2A;1228LCCTM2A;109273;122;8;4;1;LIBERDADE;LCCTM2A;M2;BACHARELADO;05/06/21;9999;Matricula;Cancelado
13374LBDIN1A;1285LBDIN1A;109274;128;5;1;1;LIBERDADE;LBDIN1A;N1;TECNOLOGICO;21/07/21;9999;Matricula;Cancelado
13375BREDM1A;1323BREDM1A;109275;132;3;3;2;BRIGADEIRO;BREDM1A;M1;TECNOLOGICO;16/06/21;9999;Matricula;Trancado
13376BENCN1A;1366BENCN1A;109276;136;6;1;2;BRIGADEIRO;BENCN1A;N1;ENGENHARIA;22/06/21;9999;Matricula;Concluido
13377BLIPN1A;1376BLIPN1A;109277;137;6;1;2;BRIGADEIRO;BLIPN1A;N1;LICENCIATURA;25/06/21;9999;Matricula;Concluido
13378BBLCN1A;1295BBLCN1A;109278;129;5;1;2;BRIGADEIRO;BBLCN1A;N1;TECNOLOGICO;03/06/21;9999;Matricula;Concluido
13379BSECM1A;1335BSECM1A;109279;133;5;3;2;BRIGADEIRO;BSECM1A;M1;TECNOLOGICO;14/07/21;9999;Matricula;Cancelado
13380LBDDM2A;1275LBDDM2A;109280;127;5;4;1;LIBERDADE;LBDDM2A;M2;TECNOLOGICO;01/07/21;9999;Matricula;Concluido
13381LADMM1A;1206LADMM1A;109281;120;6;3;1;LIBERDADE;LADMM1A;M1;BACHARELADO;03/07/21;532;106_081_FC;Ativo
13382LADMM1A;1206LADMM1A;109281;120;6;3;1;LIBERDADE;LADMM1A;M1;BACHARELADO;03/07/21;538;106_081_GPE;Ativo
13383LADMM1A;1206LADMM1A;109281;120;6;3;1;LIBERDADE;LADMM1A;M1;BACHARELADO;03/07/21;534;106_081_LE;Ativo
13384LADMM1A;1206LADMM1A;109281;120;6;3;1;LIBERDADE;LADMM1A;M1;BACHARELADO;03/07/21;535;106_081_M;Ativo
13385LADMM1A;1206LADMM1A;109281;120;6;3;1;LIBERDADE;LADMM1A;M1;BACHARELADO;03/07/21;536;106_081_MF;Ativo
13386LADMM1A;1206LADMM1A;109281;120;6;3;1;LIBERDADE;LADMM1A;M1;BACHARELADO;03/07/21;539;106_081_PPIN;Ativo
13387LBDDM2A;1275LBDDM2A;109282;127;5;4;1;LIBERDADE;LBDDM2A;M2;TECNOLOGICO;19/07/21;9999;Matricula;Concluido
13388BSISM1A;1253BSISM1A;109283;125;3;3;2;BRIGADEIRO;BSISM1A;M1;BACHARELADO;08/06/21;9999;Matricula;Concluido
13389BSECM2A;1334BSECM2A;109284;133;4;4;2;BRIGADEIRO;BSECM2A;M2;TECNOLOGICO;29/06/21;9999;Matricula;Cancelado
13390BREDN1A;1324BREDN1A;109285;132;4;1;2;BRIGADEIRO;BREDN1A;N1;TECNOLOGICO;18/07/21;9999;Matricula;Cancelado
13391BSISM2A;1252BSISM2A;109286;125;2;4;2;BRIGADEIRO;BSISM2A;M2;BACHARELADO;17/07/21;9999;Matricula;Trancado
13392LSGIN1A;1343LSGIN1A;109287;134;3;1;1;LIBERDADE;LSGIN1A;N1;TECNOLOGICO;08/07/21;9999;Matricula;Trancado
13393LLIPM1A;1373LLIPM1A;109288;137;3;3;1;LIBERDADE;LLIPM1A;M1;LICENCIATURA;24/07/21;9999;Matricula;Cancelado
13394BCCPM1A;1216BCCPM1A;109289;121;6;3;2;BRIGADEIRO;BCCPM1A;M1;BACHARELADO;11/07/21;9999;Matricula;Trancado
13395BLIPN1A;1371BLIPN1A;109290;137;1;1;2;BRIGADEIRO;BLIPN1A;N1;LICENCIATURA;25/06/21;9999;Matricula;Cancelado
13396LENCN2A;1362LENCN2A;109291;136;2;2;1;LIBERDADE;LENCN2A;N2;ENGENHARIA;13/06/21;9999;Matricula;Concluido
13397LBDDN2A;1271LBDDN2A;109292;127;1;2;1;LIBERDADE;LBDDN2A;N2;TECNOLOGICO;06/07/21;9999;Matricula;Cancelado
13398LBLCM2A;1295LBLCM2A;109293;129;5;4;1;LIBERDADE;LBLCM2A;M2;TECNOLOGICO;05/06/21;9999;Matricula;Concluido
13399BBDIN1A;1282BBDIN1A;109294;128;2;1;2;BRIGADEIRO;BBDIN1A;N1;TECNOLOGICO;29/07/21;9999;Matricula;Concluido
13400LSISM2A;1258LSISM2A;109295;125;8;4;1;LIBERDADE;LSISM2A;M2;BACHARELADO;23/07/21;9999;Matricula;Concluido
13401BLICM2A;1382BLICM2A;109296;138;2;4;2;BRIGADEIRO;BLICM2A;M2;LICENCIATURA;04/07/21;9999;Matricula;Concluido
13402BADMM2A;1202BADMM2A;109297;120;2;4;2;BRIGADEIRO;BADMM2A;M2;BACHARELADO;28/07/21;9999;Matricula;Trancado
13403BBDDM1A;1272BBDDM1A;109298;127;2;3;2;BRIGADEIRO;BBDDM1A;M1;TECNOLOGICO;11/06/21;9999;Matricula;Concluido
13404LCCTM1A;1224LCCTM1A;109299;122;4;3;1;LIBERDADE;LCCTM1A;M1;BACHARELADO;14/07/21;9999;Matricula;Cancelado
13405BREDN1A;1322BREDN1A;109300;132;2;1;2;BRIGADEIRO;BREDN1A;N1;TECNOLOGICO;19/06/21;1079;821B_092_101_CR;Ativo
13406BREDN1A;1322BREDN1A;109300;132;2;1;2;BRIGADEIRO;BREDN1A;N1;TECNOLOGICO;19/06/21;1080;821B_092_101_FIE;Ativo
13407BREDN1A;1322BREDN1A;109300;132;2;1;2;BRIGADEIRO;BREDN1A;N1;TECNOLOGICO;19/06/21;1081;821B_092_101_FSO;Ativo
13408BREDN1A;1322BREDN1A;109300;132;2;1;2;BRIGADEIRO;BREDN1A;N1;TECNOLOGICO;19/06/21;1082;821B_092_101_ICSO;Ativo
13409BREDN1A;1322BREDN1A;109300;132;2;1;2;BRIGADEIRO;BREDN1A;N1;TECNOLOGICO;19/06/21;1083;821B_092_101_PPI;Ativo
13410BSECM2A;1334BSECM2A;109301;133;4;4;2;BRIGADEIRO;BSECM2A;M2;TECNOLOGICO;13/06/21;9999;Matricula;Concluido
13411BMATM1A;1238BMATM1A;109302;123;8;3;2;BRIGADEIRO;BMATM1A;M1;BACHARELADO;30/07/21;1246;1261246MEC;Ativo
13412LREDN1A;1325LREDN1A;109303;132;5;1;1;LIBERDADE;LREDN1A;N1;TECNOLOGICO;13/06/21;9999;Matricula;Cancelado
13413BENCM1A;1367BENCM1A;109304;136;7;3;2;BRIGADEIRO;BENCM1A;M1;ENGENHARIA;12/06/21;9999;Matricula;Concluido
13414BCCPN2A;1214BCCPN2A;109305;121;4;2;2;BRIGADEIRO;BCCPN2A;N2;BACHARELADO;29/06/21;9999;Matricula;Trancado
13415BPEDN2A;1243BPEDN2A;109306;124;3;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;07/07/21;1031;503_092_EI;Ativo
13416BPEDN2A;1243BPEDN2A;109306;124;3;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;07/07/21;1032;503_092_LI;Ativo
13417BPEDN2A;1243BPEDN2A;109306;124;3;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;07/07/21;1033;503_092_PE;Ativo
13418BPEDN2A;1243BPEDN2A;109306;124;3;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;07/07/21;1034;503_092_PPI;Ativo
13419BPEDN2A;1243BPEDN2A;109306;124;3;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;07/07/21;1035;503_092_PD;Ativo
13420BPEDN2A;1243BPEDN2A;109306;124;3;2;2;BRIGADEIRO;BPEDN2A;N2;BACHARELADO;07/07/21;1036;503_092_TE;Ativo
13421BICCN1A;1304BICCN1A;109307;130;4;1;2;BRIGADEIRO;BICCN1A;N1;TECNOLOGICO;23/07/21;9999;Matricula;Trancado
13422BSIDN2A;1355BSIDN2A;109308;135;5;2;2;BRIGADEIRO;BSIDN2A;N2;TECNOLOGICO;21/07/21;9999;Matricula;Trancado
13423LICCN2A;1302LICCN2A;109309;130;2;2;1;LIBERDADE;LICCN2A;N2;TECNOLOGICO;01/06/21;9999;Matricula;Trancado
13424BPEDM2A;1244BPEDM2A;109310;124;4;4;2;BRIGADEIRO;BPEDM2A;M2;BACHARELADO;30/06/21;9999;Matricula;Trancado
13425LADSM2A;1265LADSM2A;109311;126;5;4;1;LIBERDADE;LADSM2A;M2;TECNOLOGICO;03/06/21;9999;Matricula;Trancado
13426BSIDM1A;1351BSIDM1A;109312;135;1;3;2;BRIGADEIRO;BSIDM1A;M1;TECNOLOGICO;22/06/21;9999;Matricula;Cancelado
13427LSIDM2A;1352LSIDM2A;109313;135;2;4;1;LIBERDADE;LSIDM2A;M2;TECNOLOGICO;15/07/21;9999;Matricula;Cancelado
13428BADMM1A;1201BADMM1A;109314;120;1;3;2;BRIGADEIRO;BADMM1A;M1;BACHARELADO;25/06/21;9999;Matricula;Trancado
13429BSIDN2A;1351BSIDN2A;109315;135;1;2;2;BRIGADEIRO;BSIDN2A;N2;TECNOLOGICO;28/07/21;9999;Matricula;Trancado
13430BICCN2A;1303BICCN2A;109316;130;3;2;2;BRIGADEIRO;BICCN2A;N2;TECNOLOGICO;11/06/21;9999;Matricula;Cancelado
13431LLIPN2A;1371LLIPN2A;109317;137;1;2;1;LIBERDADE;LLIPN2A;N2;LICENCIATURA;19/06/21;9999;Matricula;Cancelado
13432BLICM2A;1386BLICM2A;109318;138;6;4;2;BRIGADEIRO;BLICM2A;M2;LICENCIATURA;19/07/21;9999;Matricula;Concluido
13433LLICN2A;1381LLICN2A;109319;138;1;2;1;LIBERDADE;LLICN2A;N2;LICENCIATURA;27/06/21;9999;Matricula;Trancado
13434LSIDM1A;1353LSIDM1A;109320;135;3;3;1;LIBERDADE;LSIDM1A;M1;TECNOLOGICO;13/07/21;9999;Matricula;Concluido
13435BMATN2A;1238BMATN2A;109321;123;8;2;2;BRIGADEIRO;BMATN2A;N2;BACHARELADO;16/07/21;1248;1261248MED;Ativo
13436BSISM1A;1258BSISM1A;109322;125;8;3;2;BRIGADEIRO;BSISM1A;M1;BACHARELADO;28/07/21;9999;Matricula;Cancelado
13437LSGIN2A;1345LSGIN2A;109323;134;5;2;1;LIBERDADE;LSGIN2A;N2;TECNOLOGICO;24/07/21;9999;Matricula;Trancado
13438BSISN1A;1253BSISN1A;109324;125;3;1;2;BRIGADEIRO;BSISN1A;N1;BACHARELADO;28/07/21;9999;Matricula;Concluido
13439BBDDM2A;1275BBDDM2A;109325;127;5;4;2;BRIGADEIRO;BBDDM2A;M2;TECNOLOGICO;09/06/21;9999;Matricula;Concluido
13440LLIPM2A;1371LLIPM2A;109326;137;1;4;1;LIBERDADE;LLIPM2A;M2;LICENCIATURA;01/06/21;9999;Matricula;Cancelado
13441LSIDN2A;1351LSIDN2A;109327;135;1;2;1;LIBERDADE;LSIDN2A;N2;TECNOLOGICO;28/07/21;9999;Matricula;Concluido
13442LSECN2A;1332LSECN2A;109328;133;2;2;1;LIBERDADE;LSECN2A;N2;TECNOLOGICO;26/07/21;9999;Matricula;Concluido
13443BSECN2A;1334BSECN2A;109329;133;4;2;2;BRIGADEIRO;BSECN2A;N2;TECNOLOGICO;07/07/21;9999;Matricula;Trancado
13444BSGIN1A;1343BSGIN1A;109330;134;3;1;2;BRIGADEIRO;BSGIN1A;N1;TECNOLOGICO;19/07/21;9999;Matricula;Cancelado
13445BREDN1A;1322BREDN1A;109331;132;2;1;2;BRIGADEIRO;BREDN1A;N1;TECNOLOGICO;24/06/21;1079;821B_092_101_CR;Ativo
13446BREDN1A;1322BREDN1A;109331;132;2;1;2;BRIGADEIRO;BREDN1A;N1;TECNOLOGICO;24/06/21;1080;821B_092_101_FIE;Ativo
13447BREDN1A;1322BREDN1A;109331;132;2;1;2;BRIGADEIRO;BREDN1A;N1;TECNOLOGICO;24/06/21;1081;821B_092_101_FSO;Ativo
13448BREDN1A;1322BREDN1A;109331;132;2;1;2;BRIGADEIRO;BREDN1A;N1;TECNOLOGICO;24/06/21;1082;821B_092_101_ICSO;Ativo
13449BREDN1A;1322BREDN1A;109331;132;2;1;2;BRIGADEIRO;BREDN1A;N1;TECNOLOGICO;24/06/21;1083;821B_092_101_PPI;Ativo
13450BLICN2A;1381BLICN2A;109332;138;1;2;2;BRIGADEIRO;BLICN2A;N2;LICENCIATURA;16/07/21;1168;701_092_AP;Ativo
13451BLICN2A;1381BLICN2A;109332;138;1;2;2;BRIGADEIRO;BLICN2A;N2;LICENCIATURA;16/07/21;1169;701_092_IB;Ativo
13452BLICN2A;1381BLICN2A;109332;138;1;2;2;BRIGADEIRO;BLICN2A;N2;LICENCIATURA;16/07/21;1170;701_092_LP;Ativo
13453BLICN2A;1381BLICN2A;109332;138;1;2;2;BRIGADEIRO;BLICN2A;N2;LICENCIATURA;16/07/21;1171;701_092_M;Ativo
13454BLICN2A;1381BLICN2A;109332;138;1;2;2;BRIGADEIRO;BLICN2A;N2;LICENCIATURA;16/07/21;1172;701_092_PPI;Ativo
13455BCCPM2A;1211BCCPM2A;109333;121;1;4;2;BRIGADEIRO;BCCPM2A;M2;BACHARELADO;20/07/21;9999;Matricula;Cancelado
13456LADMN2A;1202LADMN2A;109334;120;2;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;19/07/21;505;102_092_CG;Ativo
13457LADMN2A;1202LADMN2A;109334;120;2;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;19/07/21;506;102_092_LP;Ativo
13458LADMN2A;1202LADMN2A;109334;120;2;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;19/07/21;507;102_092_M;Ativo
13459LADMN2A;1202LADMN2A;109334;120;2;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;19/07/21;508;102_092_PPI;Ativo
13460LADMN2A;1202LADMN2A;109334;120;2;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;19/07/21;509;102_092_TGA;Ativo
13461LSECN2A;1333LSECN2A;109335;133;3;2;1;LIBERDADE;LSECN2A;N2;TECNOLOGICO;30/06/21;9999;Matricula;Cancelado
13462BREDM2A;1323BREDM2A;109336;132;3;4;2;BRIGADEIRO;BREDM2A;M2;TECNOLOGICO;27/07/21;9999;Matricula;Concluido
13463BREDM2A;1321BREDM2A;109337;132;1;4;2;BRIGADEIRO;BREDM2A;M2;TECNOLOGICO;14/07/21;9999;Matricula;Concluido
13464BCCPN2A;1218BCCPN2A;109338;121;8;2;2;BRIGADEIRO;BCCPN2A;N2;BACHARELADO;16/07/21;9999;Matricula;Trancado
13465BCCPN1A;1213BCCPN1A;109339;121;3;1;2;BRIGADEIRO;BCCPN1A;N1;BACHARELADO;26/06/21;9999;Matricula;Cancelado
13466BADSN2A;1265BADSN2A;109340;126;5;2;2;BRIGADEIRO;BADSN2A;N2;TECNOLOGICO;16/07/21;9999;Matricula;Concluido
13467LJGDN1A;1314LJGDN1A;109341;131;4;1;1;LIBERDADE;LJGDN1A;N1;TECNOLOGICO;06/07/21;9999;Matricula;Cancelado
13468LJGDN1A;1313LJGDN1A;109342;131;3;1;1;LIBERDADE;LJGDN1A;N1;TECNOLOGICO;01/07/21;9999;Matricula;Trancado
13469LBDDM2A;1272LBDDM2A;109343;127;2;4;1;LIBERDADE;LBDDM2A;M2;TECNOLOGICO;02/07/21;589;823B_092_FBD;Ativo
13470LBDDM2A;1272LBDDM2A;109343;127;2;4;1;LIBERDADE;LBDDM2A;M2;TECNOLOGICO;02/07/21;590;823B_092_FSO;Ativo
13471LBDDM2A;1272LBDDM2A;109343;127;2;4;1;LIBERDADE;LBDDM2A;M2;TECNOLOGICO;02/07/21;591;823B_092_ICSOR;Ativo
13472LBDDM2A;1272LBDDM2A;109343;127;2;4;1;LIBERDADE;LBDDM2A;M2;TECNOLOGICO;02/07/21;592;823B_092_ICS;Ativo
13473LBDDM2A;1272LBDDM2A;109343;127;2;4;1;LIBERDADE;LBDDM2A;M2;TECNOLOGICO;02/07/21;593;823B_092_PPI;Ativo
13474LLIPM1A;1376LLIPM1A;109344;137;6;3;1;LIBERDADE;LLIPM1A;M1;LICENCIATURA;09/07/21;9999;Matricula;Concluido
13475LLIPM2A;1375LLIPM2A;109345;137;5;4;1;LIBERDADE;LLIPM2A;M2;LICENCIATURA;04/06/21;9999;Matricula;Cancelado
13476LENCM1A;1367LENCM1A;109346;136;7;3;1;LIBERDADE;LENCM1A;M1;ENGENHARIA;20/07/21;9999;Matricula;Cancelado
13477BPEDM1A;1244BPEDM1A;109347;124;4;3;2;BRIGADEIRO;BPEDM1A;M1;BACHARELADO;15/07/21;9999;Matricula;Trancado
13478LSIDM1A;1354LSIDM1A;109348;135;4;3;1;LIBERDADE;LSIDM1A;M1;TECNOLOGICO;24/07/21;9999;Matricula;Trancado
13479BJGDM1A;1314BJGDM1A;109349;131;4;3;2;BRIGADEIRO;BJGDM1A;M1;TECNOLOGICO;02/07/21;9999;Matricula;Cancelado
13480LJGDN1A;1313LJGDN1A;109350;131;3;1;1;LIBERDADE;LJGDN1A;N1;TECNOLOGICO;03/07/21;9999;Matricula;Trancado
13481BENCM2A;1365BENCM2A;109351;136;5;4;2;BRIGADEIRO;BENCM2A;M2;ENGENHARIA;14/06/21;9999;Matricula;Trancado
13482BSGIN1A;1341BSGIN1A;109352;134;1;1;2;BRIGADEIRO;BSGIN1A;N1;TECNOLOGICO;11/07/21;9999;Matricula;Cancelado
13483LREDN2A;1325LREDN2A;109353;132;5;2;1;LIBERDADE;LREDN2A;N2;TECNOLOGICO;12/07/21;9999;Matricula;Concluido
13484LSECN2A;1335LSECN2A;109354;133;5;2;1;LIBERDADE;LSECN2A;N2;TECNOLOGICO;14/06/21;9999;Matricula;Trancado
13485LENCN1A;1365LENCN1A;109355;136;5;1;1;LIBERDADE;LENCN1A;N1;ENGENHARIA;20/07/21;9999;Matricula;Concluido
13486LJGDN2A;1311LJGDN2A;109356;131;1;2;1;LIBERDADE;LJGDN2A;N2;TECNOLOGICO;04/07/21;9999;Matricula;Trancado
13487BPEDM1A;1242BPEDM1A;109357;124;2;3;2;BRIGADEIRO;BPEDM1A;M1;BACHARELADO;12/06/21;1019;502_092_FE;Ativo
13488BPEDM1A;1242BPEDM1A;109357;124;2;3;2;BRIGADEIRO;BPEDM1A;M1;BACHARELADO;12/06/21;1020;502_092_LP;Ativo
13489BPEDM1A;1242BPEDM1A;109357;124;2;3;2;BRIGADEIRO;BPEDM1A;M1;BACHARELADO;12/06/21;1021;502_092_PEN;Ativo
13490BPEDM1A;1242BPEDM1A;109357;124;2;3;2;BRIGADEIRO;BPEDM1A;M1;BACHARELADO;12/06/21;1022;502_092_PPI;Ativo
13491BPEDM1A;1242BPEDM1A;109357;124;2;3;2;BRIGADEIRO;BPEDM1A;M1;BACHARELADO;12/06/21;1023;502_092_PE;Ativo
13492BPEDM1A;1242BPEDM1A;109357;124;2;3;2;BRIGADEIRO;BPEDM1A;M1;BACHARELADO;12/06/21;1024;502_092_TE;Ativo
13493BSISN2A;1256BSISN2A;109358;125;6;2;2;BRIGADEIRO;BSISN2A;N2;BACHARELADO;28/07/21;9999;Matricula;Trancado
13494BADMN1A;1207BADMN1A;109359;120;7;1;2;BRIGADEIRO;BADMN1A;N1;BACHARELADO;05/06/21;9999;Matricula;Cancelado
13495BICCN1A;1302BICCN1A;109360;130;2;1;2;BRIGADEIRO;BICCN1A;N1;TECNOLOGICO;01/06/21;9999;Matricula;Trancado
13496LCCTM1A;1224LCCTM1A;109361;122;4;3;1;LIBERDADE;LCCTM1A;M1;BACHARELADO;04/06/21;9999;Matricula;Concluido
13497LSISN1A;1253LSISN1A;109362;125;3;1;1;LIBERDADE;LSISN1A;N1;BACHARELADO;21/06/21;9999;Matricula;Cancelado
13498BCCPM1A;1215BCCPM1A;109363;121;5;3;2;BRIGADEIRO;BCCPM1A;M1;BACHARELADO;11/07/21;9999;Matricula;Trancado
13499LCCPM1A;1218LCCPM1A;109364;121;8;3;1;LIBERDADE;LCCPM1A;M1;BACHARELADO;07/07/21;9999;Matricula;Concluido
13500LADSN1A;1265LADSN1A;109365;126;5;1;1;LIBERDADE;LADSN1A;N1;TECNOLOGICO;14/06/21;9999;Matricula;Trancado
13501LMATM1A;1237LMATM1A;109366;123;7;3;1;LIBERDADE;LMATM1A;M1;BACHARELADO;29/07/21;1222;1261222DID;Ativo
13502LENCN1A;1367LENCN1A;109367;136;7;1;1;LIBERDADE;LENCN1A;N1;ENGENHARIA;09/06/21;9999;Matricula;Cancelado
13503LBDIN2A;1281LBDIN2A;109368;128;1;2;1;LIBERDADE;LBDIN2A;N2;TECNOLOGICO;02/07/21;9999;Matricula;Trancado
13504BENCN1A;1362BENCN1A;109369;136;2;1;2;BRIGADEIRO;BENCN1A;N1;ENGENHARIA;09/07/21;9999;Matricula;Trancado
13505BSECN1A;1331BSECN1A;109370;133;1;1;2;BRIGADEIRO;BSECN1A;N1;TECNOLOGICO;04/06/21;9999;Matricula;Concluido
13506BADSM1A;1262BADSM1A;109371;126;2;3;2;BRIGADEIRO;BADSM1A;M1;TECNOLOGICO;27/07/21;9999;Matricula;Trancado
13507LJGDM1A;1312LJGDM1A;109372;131;2;3;1;LIBERDADE;LJGDM1A;M1;TECNOLOGICO;10/06/21;9999;Matricula;Concluido
13508LADMM2A;1208LADMM2A;109373;120;8;4;1;LIBERDADE;LADMM2A;M2;BACHARELADO;18/06/21;9999;Matricula;Cancelado
13509LADMN2A;1206LADMN2A;109374;120;6;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;01/07/21;532;106_081_FC;Ativo
13510LADMN2A;1206LADMN2A;109374;120;6;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;01/07/21;538;106_081_GPE;Ativo
13511LADMN2A;1206LADMN2A;109374;120;6;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;01/07/21;534;106_081_LE;Ativo
13512LADMN2A;1206LADMN2A;109374;120;6;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;01/07/21;535;106_081_M;Ativo
13513LADMN2A;1206LADMN2A;109374;120;6;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;01/07/21;536;106_081_MF;Ativo
13514LADMN2A;1206LADMN2A;109374;120;6;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;01/07/21;539;106_081_PPIN;Ativo
13515LBDDM1A;1275LBDDM1A;109375;127;5;3;1;LIBERDADE;LBDDM1A;M1;TECNOLOGICO;19/06/21;9999;Matricula;Trancado
13516BSECM1A;1333BSECM1A;109376;133;3;3;2;BRIGADEIRO;BSECM1A;M1;TECNOLOGICO;17/07/21;9999;Matricula;Cancelado
13517LBLCN2A;1291LBLCN2A;109377;129;1;2;1;LIBERDADE;LBLCN2A;N2;TECNOLOGICO;03/07/21;9999;Matricula;Concluido
13518LSISN1A;1257LSISN1A;109378;125;7;1;1;LIBERDADE;LSISN1A;N1;BACHARELADO;15/07/21;9999;Matricula;Cancelado
13519BCCPN1A;1216BCCPN1A;109379;121;6;1;2;BRIGADEIRO;BCCPN1A;N1;BACHARELADO;16/07/21;9999;Matricula;Concluido
13520LADMN2A;1207LADMN2A;109380;120;7;2;1;LIBERDADE;LADMN2A;N2;BACHARELADO;29/06/21;9999;Matricula;Concluido
13521BSIDN2A;1355BSIDN2A;109381;135;5;2;2;BRIGADEIRO;BSIDN2A;N2;TECNOLOGICO;11/06/21;9999;Matricula;Trancado
13522BBDDM2A;1272BBDDM2A;109382;127;2;4;2;BRIGADEIRO;BBDDM2A;M2;TECNOLOGICO;14/07/21;9999;Matricula;Concluido
13523LICCN1A;1304LICCN1A;109383;130;4;1;1;LIBERDADE;LICCN1A;N1;TECNOLOGICO;22/07/21;9999;Matricula;Concluido
13524LSGIN2A;1344LSGIN2A;109384;134;4;2;1;LIBERDADE;LSGIN2A;N2;TECNOLOGICO;27/06/21;9999;Matricula;Concluido
13525BADMN2A;1205BADMN2A;109385;120;5;2;2;BRIGADEIRO;BADMN2A;N2;BACHARELADO;11/06/21;527;105_081_EGPR;Ativo
13526BADMN2A;1205BADMN2A;109385;120;5;2;2;BRIGADEIRO;BADMN2A;N2;BACHARELADO;11/06/21;528;105_081_GTI;Ativo
13527BADMN2A;1205BADMN2A;109385;120;5;2;2;BRIGADEIRO;BADMN2A;N2;BACHARELADO;11/06/21;529;105_081_GP;Ativo
13528BADMN2A;1205BADMN2A;109385;120;5;2;2;BRIGADEIRO;BADMN2A;N2;BACHARELADO;11/06/21;530;105_081_PO;Ativo
13529BADMN2A;1205BADMN2A;109385;120;5;2;2;BRIGADEIRO;BADMN2A;N2;BACHARELADO;11/06/21;531;105_081_PPIN;Ativo
13530BBDIM1A;1282BBDIM1A;109386;128;2;3;2;BRIGADEIRO;BBDIM1A;M1;TECNOLOGICO;02/07/21;9999;Matricula;Concluido
13531LBLCM1A;1291LBLCM1A;109387;129;1;3;1;LIBERDADE;LBLCM1A;M1;TECNOLOGICO;12/07/21;9999;Matricula;Cancelado
