chavematricula;codmatricula;ra;codcurso;serie;coddisciplina;sigladisciplina;notan1;notan2;notaaps
06302BMATM2A;1238BMATM2A;110832;123;8;1240;1261240INE;3.5;8.5;7.00
06303LCCPN1A;1212LCCPN1A;110843;121;2;629;202_092_AP;6.00;5.00;8.50
06304LCCPN1A;1212LCCPN1A;110843;121;2;630;202_092_FCC;0.00;10.00;9.65
06305LCCPN1A;1212LCCPN1A;110843;121;2;631;202_092_LP;4.00;1.00;6.00
06306LCCPN1A;1212LCCPN1A;110843;121;2;632;202_092_MC;9.00;10.00;3.00
06307LCCPN1A;1212LCCPN1A;110843;121;2;633;202_092_PPI;7.5;4.75;3.00
06308LADMN1A;1207LADMN1A;110846;120;7;540;107_081_AOSP;2.00;10.00;4.75
06309LADMN1A;1207LADMN1A;110846;120;7;541;107_081_FC;1.00;4.75;1.00
06310LADMN1A;1207LADMN1A;110846;120;7;542;107_081_GCP;1.00;9.65;8.50
06311LADMN1A;1207LADMN1A;110846;120;7;543;107_081_M;6.00;1.00;8.50
06312LADMN1A;1207LADMN1A;110846;120;7;544;107_081_SGA;0.00;4.75;1.00
06313LADMN1A;1207LADMN1A;110846;120;7;545;107_081_TCC;5.25;3.00;4.75
06314BBDIM2A;1281BBDIM2A;110847;128;1;1168;701_092_AP;10.00;4.75;5.00
06315BBDIM2A;1281BBDIM2A;110847;128;1;1169;701_092_IB;5.25;5.00;1.00
06316BBDIM2A;1281BBDIM2A;110847;128;1;1170;701_092_LP;4.00;2.00;0.50
06317BBDIM2A;1281BBDIM2A;110847;128;1;1171;701_092_M;7.5;8.5;2.00
06318BBDIM2A;1281BBDIM2A;110847;128;1;1172;701_092_PPI;4.00;5.00;1.00
06319LMATN1A;1232LMATN1A;110855;123;2;1245;1261245LED;10.00;3.00;4.75
06320LCCPN1A;1214LCCPN1A;110861;121;4;639;204_092_FLD;1.00;8.5;1.00
06321LCCPN1A;1214LCCPN1A;110861;121;4;640;204_092_LP;9.00;5.00;6.00
06322LCCPN1A;1214LCCPN1A;110861;121;4;641;204_092_MC;8.00;4.75;0.50
06323LCCPN1A;1214LCCPN1A;110861;121;4;642;204_092_PPI;6.00;3.00;7.00
06324LCCPN1A;1214LCCPN1A;110861;121;4;644;204_092_TC;1.00;8.5;4.75
06325LPEDN1A;1243LPEDN1A;110868;124;3;1031;503_092_EI;0.00;8.5;10.00
06326LPEDN1A;1243LPEDN1A;110868;124;3;1032;503_092_LI;0.00;2.00;9.65
06327LPEDN1A;1243LPEDN1A;110868;124;3;1033;503_092_PE;5.25;7.00;2.00
06328LPEDN1A;1243LPEDN1A;110868;124;3;1034;503_092_PPI;5.25;10.00;3.00
06329LPEDN1A;1243LPEDN1A;110868;124;3;1035;503_092_PD;0.00;7.00;10.00
06330LPEDN1A;1243LPEDN1A;110868;124;3;1036;503_092_TE;9.00;10.00;4.75
06331BBDDN2A;1272BBDDN2A;110897;127;2;589;823B_092_FBD;10.00;6.00;10.00
06332BBDDN2A;1272BBDDN2A;110897;127;2;590;823B_092_FSO;9.00;7.00;7.00
06333BBDDN2A;1272BBDDN2A;110897;127;2;591;823B_092_ICSOR;1.00;7.00;1.00
06334BBDDN2A;1272BBDDN2A;110897;127;2;592;823B_092_ICS;6.00;1.00;5.00
06335BBDDN2A;1272BBDDN2A;110897;127;2;593;823B_092_PPI;7.5;6.00;3.00
06336LCCPN1A;1216LCCPN1A;110907;121;6;650;206_092_BD;9.00;8.5;2.00
06337LCCPN1A;1216LCCPN1A;110907;121;6;651;206_092_ES;10.00;2.00;8.50
06338LCCPN1A;1216LCCPN1A;110907;121;6;652;206_092_LFA;2.00;4.75;7.00
06339LCCPN1A;1216LCCPN1A;110907;121;6;653;206_092_PP;1.00;3.00;2.00
06340LCCPN1A;1216LCCPN1A;110907;121;6;654;206_092_PPI;7.5;9.65;10.00
06341LCCPN1A;1216LCCPN1A;110907;121;6;655;206_092_SO;6.00;3.00;0.50
06342BMATN2A;1238BMATN2A;110913;123;8;1248;1261248MED;4.00;8.5;2.00
06343LMATN1A;1235LMATN1A;110924;123;5;1213;1261213ALG;1.00;6.00;2.00
06344BADMN2A;1202BADMN2A;110928;120;2;505;102_092_CG;7.5;10.00;6.00
06345BADMN2A;1202BADMN2A;110928;120;2;506;102_092_LP;3.5;9.65;9.65
06346BADMN2A;1202BADMN2A;110928;120;2;507;102_092_M;2.00;8.5;7.00
06347BADMN2A;1202BADMN2A;110928;120;2;508;102_092_PPI;6.00;8.5;5.00
06348BADMN2A;1202BADMN2A;110928;120;2;509;102_092_TGA;9.00;6.00;9.65
06349LCCPN1A;1212LCCPN1A;110930;121;2;629;202_092_AP;0.00;2.00;1.00
06350LCCPN1A;1212LCCPN1A;110930;121;2;630;202_092_FCC;5.25;5.00;6.00
06351LCCPN1A;1212LCCPN1A;110930;121;2;631;202_092_LP;5.25;8.5;7.00
06352LCCPN1A;1212LCCPN1A;110930;121;2;632;202_092_MC;5.25;6.00;9.65
06353LCCPN1A;1212LCCPN1A;110930;121;2;633;202_092_PPI;8.00;1.00;0.50
06354LMATN1A;1235LMATN1A;110945;123;5;1213;1261213ALG;6.00;6.00;4.75
06355LREDM1A;1324LREDM1A;110947;132;4;1088;821D_092_PPI;3.5;6.00;6.00
06356LREDM1A;1324LREDM1A;110947;132;4;1089;821D_092_SIER;3.5;8.5;7.00
06357LREDM1A;1324LREDM1A;110947;132;4;1090;821D_092_TGMAD;7.5;2.00;10.00
06358LREDM1A;1324LREDM1A;110947;132;4;1091;821D_092_TRGIE;9.00;2.00;4.75
06359BADMN1A;1203BADMN1A;110950;120;3;515;103_092_CO;5.25;7.00;8.50
06360BADMN1A;1203BADMN1A;110950;120;3;516;103_092_E;6.00;1.00;9.65
06361BADMN1A;1203BADMN1A;110950;120;3;517;103_092_LT;5.25;6.00;9.65
06362BADMN1A;1203BADMN1A;110950;120;3;518;103_092_M;0.00;5.00;1.00
06363BADMN1A;1203BADMN1A;110950;120;3;519;103_092_PPI;1.00;10.00;9.65
06364BADMN1A;1203BADMN1A;110950;120;3;520;103_092_SO;5.25;6.00;6.00
06365BPEDN1A;1246BPEDN1A;110954;124;6;1047;506_081_AA;6.00;10.00;0.50
06366BPEDN1A;1246BPEDN1A;110954;124;6;1048;506_081_MEC;0.00;5.00;2.00
06367BPEDN1A;1246BPEDN1A;110954;124;6;1049;506_081_MEG;2.00;3.00;3.00
06368BPEDN1A;1246BPEDN1A;110954;124;6;1050;506_081_MEM;9.00;6.00;7.00
06369BPEDN1A;1246BPEDN1A;110954;124;6;1051;506_081_TCC;9.00;6.00;8.50
06370BPEDN1A;1246BPEDN1A;110954;124;6;1052;506_081_PPI;6.00;8.5;3.00
06371BADMN2A;1203BADMN2A;110955;120;3;515;103_092_CO;9.00;2.00;3.00
06372BADMN2A;1203BADMN2A;110955;120;3;516;103_092_E;9.00;3.00;2.00
06373BADMN2A;1203BADMN2A;110955;120;3;517;103_092_LT;0.00;5.00;5.00
06374BADMN2A;1203BADMN2A;110955;120;3;518;103_092_M;10.00;1.00;3.00
06375BADMN2A;1203BADMN2A;110955;120;3;519;103_092_PPI;4.00;9.65;4.75
06376BADMN2A;1203BADMN2A;110955;120;3;520;103_092_SO;1.00;6.00;4.75
06377BBDIM2A;1281BBDIM2A;110963;128;1;1168;701_092_AP;9.00;3.00;3.00
06378BBDIM2A;1281BBDIM2A;110963;128;1;1169;701_092_IB;0.00;5.00;2.00
06379BBDIM2A;1281BBDIM2A;110963;128;1;1170;701_092_LP;0.00;5.00;9.65
06380BBDIM2A;1281BBDIM2A;110963;128;1;1171;701_092_M;6.00;10.00;5.00
06381BBDIM2A;1281BBDIM2A;110963;128;1;1172;701_092_PPI;6.00;6.00;1.00
06382LREDM1A;1325LREDM1A;110969;132;5;1092;821E_081_FIRW;5.25;2.00;0.50
06383LREDM1A;1325LREDM1A;110969;132;5;1093;821E_081_GPR;10.00;1.00;4.75
06384LREDM1A;1325LREDM1A;110969;132;5;1094;821E_081_LE;7.5;10.00;1.00
06385LREDM1A;1325LREDM1A;110969;132;5;1095;821E_081_PPI;3.5;4.75;0.50
06386LREDM1A;1325LREDM1A;110969;132;5;1096;821E_081_SR;7.5;2.00;4.75
06387LCCTN2A;1223LCCTN2A;110977;122;3;671;303_092_CC;8.00;7.00;10.00
06388LCCTN2A;1223LCCTN2A;110977;122;3;672;303_092_CI;9.00;9.65;5.00
06389LCCTN2A;1223LCCTN2A;110977;122;3;673;303_092_DE;1.00;9.65;6.00
06390LCCTN2A;1223LCCTN2A;110977;122;3;674;303_092_E;9.00;6.00;7.00
06391LCCTN2A;1223LCCTN2A;110977;122;3;675;303_092_PPI;3.5;4.75;2.00
06392BREDN1A;1321BREDN1A;110995;132;1;1069;821A_101_FCD;6.00;9.65;9.65
06393BREDN1A;1321BREDN1A;110995;132;1;1070;821A_101_IA;10.00;5.00;7.00
06394BREDN1A;1321BREDN1A;110995;132;1;1071;821A_101_LP;9.00;10.00;5.00
06395BREDN1A;1321BREDN1A;110995;132;1;1072;821A_101_MQ;2.00;2.00;2.00
06396BREDN1A;1321BREDN1A;110995;132;1;1073;821A_101_PPI;1.00;5.00;4.75
06397BLICN2A;1381BLICN2A;110996;138;1;1168;701_092_AP;4.00;6.00;4.75
06398BLICN2A;1381BLICN2A;110996;138;1;1169;701_092_IB;4.00;2.00;3.00
06399BLICN2A;1381BLICN2A;110996;138;1;1170;701_092_LP;3.5;6.00;10.00
06400BLICN2A;1381BLICN2A;110996;138;1;1171;701_092_M;2.00;1.00;8.50
06401BLICN2A;1381BLICN2A;110996;138;1;1172;701_092_PPI;8.00;7.00;1.00
06402BPEDN1A;1243BPEDN1A;110998;124;3;1031;503_092_EI;10.00;5.00;10.00
06403BPEDN1A;1243BPEDN1A;110998;124;3;1032;503_092_LI;8.00;1.00;1.00
06404BPEDN1A;1243BPEDN1A;110998;124;3;1033;503_092_PE;6.00;9.65;5.00
06405BPEDN1A;1243BPEDN1A;110998;124;3;1034;503_092_PPI;0.00;6.00;0.50
06406BPEDN1A;1243BPEDN1A;110998;124;3;1035;503_092_PD;1.00;3.00;7.00
06407BPEDN1A;1243BPEDN1A;110998;124;3;1036;503_092_TE;2.00;5.00;10.00
06408BMATN1A;1234BMATN1A;111008;123;4;1226;1261226ES2;2.00;2.00;5.00
06409LPEDM1A;1246LPEDM1A;111011;124;6;1047;506_081_AA;4.00;2.00;8.50
06410LPEDM1A;1246LPEDM1A;111011;124;6;1048;506_081_MEC;10.00;6.00;10.00
06411LPEDM1A;1246LPEDM1A;111011;124;6;1049;506_081_MEG;9.00;10.00;5.00
06412LPEDM1A;1246LPEDM1A;111011;124;6;1050;506_081_MEM;4.00;4.75;4.75
06413LPEDM1A;1246LPEDM1A;111011;124;6;1051;506_081_TCC;5.25;6.00;7.00
06414LPEDM1A;1246LPEDM1A;111011;124;6;1052;506_081_PPI;9.00;3.00;6.00
06415BADMN2A;1206BADMN2A;111017;120;6;532;106_081_FC;9.00;6.00;2.00
06416BADMN2A;1206BADMN2A;111017;120;6;538;106_081_GPE;3.5;5.00;8.50
06417BADMN2A;1206BADMN2A;111017;120;6;534;106_081_LE;5.25;9.65;4.75
06418BADMN2A;1206BADMN2A;111017;120;6;535;106_081_M;8.00;8.5;1.00
06419BADMN2A;1206BADMN2A;111017;120;6;536;106_081_MF;2.00;10.00;9.65
06420BADMN2A;1206BADMN2A;111017;120;6;539;106_081_PPIN;10.00;6.00;3.00
06421LADMN1A;1201LADMN1A;111026;120;1;500;101_092_FA;2.00;1.00;7.00
06422LADMN1A;1201LADMN1A;111026;120;1;501;101_092_IB;5.25;2.00;6.00
06423LADMN1A;1201LADMN1A;111026;120;1;502;101_092_LP;10.00;10.00;4.75
06424LADMN1A;1201LADMN1A;111026;120;1;503;101_092_M;5.25;5.00;7.00
06425LADMN1A;1201LADMN1A;111026;120;1;504;101_092_PPI;5.25;2.00;9.65
06426BREDN1A;1322BREDN1A;111036;132;2;1079;821B_092_101_CR;4.00;1.00;2.00
06427BREDN1A;1322BREDN1A;111036;132;2;1080;821B_092_101_FIE;6.00;7.00;3.00
06428BREDN1A;1322BREDN1A;111036;132;2;1081;821B_092_101_FSO;4.00;4.75;5.00
06429BREDN1A;1322BREDN1A;111036;132;2;1082;821B_092_101_ICSO;2.00;3.00;2.00
06430BREDN1A;1322BREDN1A;111036;132;2;1083;821B_092_101_PPI;0.00;7.00;8.50
06431LADSN1A;1261LADSN1A;111045;126;1;1168;701_092_AP;2.00;2.00;1.00
06432LADSN1A;1261LADSN1A;111045;126;1;1169;701_092_IB;2.00;6.00;10.00
06433LADSN1A;1261LADSN1A;111045;126;1;1170;701_092_LP;8.00;7.00;0.50
06434LADSN1A;1261LADSN1A;111045;126;1;1171;701_092_M;1.00;6.00;9.65
06435LADSN1A;1261LADSN1A;111045;126;1;1172;701_092_PPI;5.25;2.00;3.00
06436LADMN1A;1207LADMN1A;111047;120;7;540;107_081_AOSP;6.00;3.00;5.00
06437LADMN1A;1207LADMN1A;111047;120;7;541;107_081_FC;4.00;3.00;10.00
06438LADMN1A;1207LADMN1A;111047;120;7;542;107_081_GCP;4.00;10.00;1.00
06439LADMN1A;1207LADMN1A;111047;120;7;543;107_081_M;0.00;2.00;0.50
06440LADMN1A;1207LADMN1A;111047;120;7;544;107_081_SGA;0.00;3.00;6.00
06441LADMN1A;1207LADMN1A;111047;120;7;545;107_081_TCC;5.25;10.00;2.00
06442BSGIN2A;1341BSGIN2A;111053;134;1;1168;701_092_AP;9.00;3.00;6.00
06443BSGIN2A;1341BSGIN2A;111053;134;1;1169;701_092_IB;5.25;4.75;7.00
06444BSGIN2A;1341BSGIN2A;111053;134;1;1170;701_092_LP;5.25;6.00;0.50
06445BSGIN2A;1341BSGIN2A;111053;134;1;1171;701_092_M;4.00;3.00;9.65
06446BSGIN2A;1341BSGIN2A;111053;134;1;1172;701_092_PPI;6.00;7.00;2.00
06447LSISN2A;1255LSISN2A;111055;125;5;1191;705_092_BD;4.00;1.00;6.00
06448LSISN2A;1255LSISN2A;111055;125;5;1192;705_092_ESO;7.5;2.00;8.50
06449LSISN2A;1255LSISN2A;111055;125;5;1193;705_092_PO;7.5;5.00;5.00
06450LSISN2A;1255LSISN2A;111055;125;5;1194;705_092_PPI;2.00;10.00;2.00
06451LSISN2A;1255LSISN2A;111055;125;5;1195;705_092_TPR;4.00;8.5;5.00
06452BBDIM2A;1281BBDIM2A;111056;128;1;1168;701_092_AP;6.00;1.00;0.50
06453BBDIM2A;1281BBDIM2A;111056;128;1;1169;701_092_IB;7.5;10.00;5.00
06454BBDIM2A;1281BBDIM2A;111056;128;1;1170;701_092_LP;7.5;9.65;2.00
06455BBDIM2A;1281BBDIM2A;111056;128;1;1171;701_092_M;8.00;3.00;6.00
06456BBDIM2A;1281BBDIM2A;111056;128;1;1172;701_092_PPI;5.25;7.00;7.00
06457LADMN1A;1206LADMN1A;111062;120;6;532;106_081_FC;6.00;2.00;6.00
06458LADMN1A;1206LADMN1A;111062;120;6;538;106_081_GPE;5.25;4.75;6.00
06459LADMN1A;1206LADMN1A;111062;120;6;534;106_081_LE;0.00;5.00;8.50
06460LADMN1A;1206LADMN1A;111062;120;6;535;106_081_M;9.00;10.00;6.00
06461LADMN1A;1206LADMN1A;111062;120;6;536;106_081_MF;6.00;4.75;10.00
06462LADMN1A;1206LADMN1A;111062;120;6;539;106_081_PPIN;10.00;7.00;10.00
06463LADMN1A;1208LADMN1A;111063;120;8;547;108_081_EC;1.00;3.00;6.00
06464LADMN1A;1208LADMN1A;111063;120;8;548;108_081_FC;2.00;2.00;2.00
06465LADMN1A;1208LADMN1A;111063;120;8;554;108_081_JE;2.00;7.00;3.00
06466LADMN1A;1208LADMN1A;111063;120;8;550;108_081_M;6.00;2.00;4.75
06467LADMN1A;1208LADMN1A;111063;120;8;555;108_081_PN;0.00;3.00;7.00
06468LADMN1A;1208LADMN1A;111063;120;8;553;108_081_TCC;5.25;9.65;4.75
06469LMATN1A;1234LMATN1A;111081;123;4;1253;1261253TNE;5.25;5.00;1.00
06470LPEDN2A;1244LPEDN2A;111091;124;4;1037;504_081_CP;2.00;1.00;7.00
06471LPEDN2A;1244LPEDN2A;111091;124;4;1038;504_081_EJA;8.00;3.00;5.00
06472LPEDN2A;1244LPEDN2A;111091;124;4;1039;504_081_EFEB;8.00;2.00;5.00
06473LPEDN2A;1244LPEDN2A;111091;124;4;1040;504_081_GE;6.00;7.00;10.00
06474LPEDN2A;1244LPEDN2A;111091;124;4;1041;504_081_PPI;9.00;1.00;8.50
06475LMATM1A;1233LMATM1A;111104;123;3;1213;1261213ALG;1.00;2.00;2.00
06476LADMN1A;1206LADMN1A;111114;120;6;532;106_081_FC;10.00;10.00;2.00
06477LADMN1A;1206LADMN1A;111114;120;6;538;106_081_GPE;8.00;10.00;6.00
06478LADMN1A;1206LADMN1A;111114;120;6;534;106_081_LE;2.00;1.00;5.00
06479LADMN1A;1206LADMN1A;111114;120;6;535;106_081_M;6.00;10.00;10.00
06480LADMN1A;1206LADMN1A;111114;120;6;536;106_081_MF;9.00;3.00;8.50
06481LADMN1A;1206LADMN1A;111114;120;6;539;106_081_PPIN;9.00;8.5;5.00
06482BBLCM1A;1291BBLCM1A;111116;129;1;1168;701_092_AP;8.00;2.00;1.00
06483BBLCM1A;1291BBLCM1A;111116;129;1;1169;701_092_IB;8.00;6.00;9.65
06484BBLCM1A;1291BBLCM1A;111116;129;1;1170;701_092_LP;1.00;7.00;5.00
06485BBLCM1A;1291BBLCM1A;111116;129;1;1171;701_092_M;10.00;7.00;3.00
06486BBLCM1A;1291BBLCM1A;111116;129;1;1172;701_092_PPI;4.00;4.75;5.00
06487LMATN1A;1233LMATN1A;111118;123;3;1235;1261235GEE;7.5;8.5;3.00
06488BMATM1A;1238BMATM1A;111123;123;8;1246;1261246MEC;7.5;2.00;9.65
06489LADSN1A;1261LADSN1A;111127;126;1;1168;701_092_AP;5.25;2.00;8.50
06490LADSN1A;1261LADSN1A;111127;126;1;1169;701_092_IB;5.25;1.00;1.00
06491LADSN1A;1261LADSN1A;111127;126;1;1170;701_092_LP;7.5;3.00;4.75
06492LADSN1A;1261LADSN1A;111127;126;1;1171;701_092_M;4.00;1.00;5.00
06493LADSN1A;1261LADSN1A;111127;126;1;1172;701_092_PPI;4.00;4.75;8.50
06494BMATN1A;1238BMATN1A;111130;123;8;1213;1261213ALG;0.00;7.00;5.00
06495BADMN2A;1206BADMN2A;111138;120;6;532;106_081_FC;9.00;5.00;3.00
06496BADMN2A;1206BADMN2A;111138;120;6;538;106_081_GPE;6.00;10.00;10.00
06497BADMN2A;1206BADMN2A;111138;120;6;534;106_081_LE;10.00;3.00;7.00
06498BADMN2A;1206BADMN2A;111138;120;6;535;106_081_M;1.00;3.00;10.00
06499BADMN2A;1206BADMN2A;111138;120;6;536;106_081_MF;1.00;5.00;1.00
06500BADMN2A;1206BADMN2A;111138;120;6;539;106_081_PPIN;9.00;1.00;3.00
06501BADMN2A;1205BADMN2A;111142;120;5;527;105_081_EGPR;6.00;6.00;4.75
06502BADMN2A;1205BADMN2A;111142;120;5;528;105_081_GTI;10.00;4.75;9.65
06503BADMN2A;1205BADMN2A;111142;120;5;529;105_081_GP;1.00;4.75;3.00
06504BADMN2A;1205BADMN2A;111142;120;5;530;105_081_PO;5.25;3.00;3.00
06505BADMN2A;1205BADMN2A;111142;120;5;531;105_081_PPIN;5.25;7.00;7.00
06506LMATM1A;1236LMATM1A;111145;123;6;1238;1261238HDA;0.00;9.65;2.00
06507LPEDM1A;1244LPEDM1A;111146;124;4;1037;504_081_CP;10.00;9.65;6.00
06508LPEDM1A;1244LPEDM1A;111146;124;4;1038;504_081_EJA;5.25;7.00;6.00
06509LPEDM1A;1244LPEDM1A;111146;124;4;1039;504_081_EFEB;10.00;3.00;9.65
06510LPEDM1A;1244LPEDM1A;111146;124;4;1040;504_081_GE;2.00;5.00;5.00
06511LPEDM1A;1244LPEDM1A;111146;124;4;1041;504_081_PPI;4.00;4.75;3.00
06512LADMN2A;1206LADMN2A;111149;120;6;532;106_081_FC;8.00;4.75;2.00
06513LADMN2A;1206LADMN2A;111149;120;6;538;106_081_GPE;6.00;10.00;9.65
06514LADMN2A;1206LADMN2A;111149;120;6;534;106_081_LE;0.00;4.75;6.00
06515LADMN2A;1206LADMN2A;111149;120;6;535;106_081_M;8.00;1.00;8.50
06516LADMN2A;1206LADMN2A;111149;120;6;536;106_081_MF;9.00;8.5;9.65
06517LADMN2A;1206LADMN2A;111149;120;6;539;106_081_PPIN;3.5;7.00;8.50
06518LADMM1A;1206LADMM1A;111150;120;6;532;106_081_FC;9.00;3.00;4.75
06519LADMM1A;1206LADMM1A;111150;120;6;538;106_081_GPE;9.00;9.65;6.00
06520LADMM1A;1206LADMM1A;111150;120;6;534;106_081_LE;6.00;5.00;6.00
06521LADMM1A;1206LADMM1A;111150;120;6;535;106_081_M;1.00;10.00;9.65
06522LADMM1A;1206LADMM1A;111150;120;6;536;106_081_MF;1.00;6.00;8.50
06523LADMM1A;1206LADMM1A;111150;120;6;539;106_081_PPIN;0.00;5.00;5.00
06524LREDM2A;1322LREDM2A;111158;132;2;1079;821B_092_101_CR;0.00;10.00;8.50
06525LREDM2A;1322LREDM2A;111158;132;2;1080;821B_092_101_FIE;3.5;5.00;10.00
06526LREDM2A;1322LREDM2A;111158;132;2;1081;821B_092_101_FSO;0.00;9.65;0.50
06527LREDM2A;1322LREDM2A;111158;132;2;1082;821B_092_101_ICSO;8.00;10.00;4.75
06528LREDM2A;1322LREDM2A;111158;132;2;1083;821B_092_101_PPI;2.00;3.00;5.00
06529BADMN2A;1201BADMN2A;111159;120;1;500;101_092_FA;7.5;9.65;10.00
06530BADMN2A;1201BADMN2A;111159;120;1;501;101_092_IB;10.00;1.00;0.50
06531BADMN2A;1201BADMN2A;111159;120;1;502;101_092_LP;4.00;5.00;7.00
06532BADMN2A;1201BADMN2A;111159;120;1;503;101_092_M;9.00;8.5;8.50
06533BADMN2A;1201BADMN2A;111159;120;1;504;101_092_PPI;0.00;4.75;4.75
06534BMATM1A;1237BMATM1A;111162;123;7;1236;1261236GEV;1.00;10.00;10.00
06535BREDN1A;1321BREDN1A;111167;132;1;1069;821A_101_FCD;5.25;9.65;10.00
06536BREDN1A;1321BREDN1A;111167;132;1;1070;821A_101_IA;1.00;2.00;6.00
06537BREDN1A;1321BREDN1A;111167;132;1;1071;821A_101_LP;3.5;2.00;0.50
06538BREDN1A;1321BREDN1A;111167;132;1;1072;821A_101_MQ;8.00;3.00;5.00
06539BREDN1A;1321BREDN1A;111167;132;1;1073;821A_101_PPI;3.5;10.00;4.75
06540BSGIN2A;1341BSGIN2A;111168;134;1;1168;701_092_AP;3.5;4.75;9.65
06541BSGIN2A;1341BSGIN2A;111168;134;1;1169;701_092_IB;7.5;1.00;6.00
06542BSGIN2A;1341BSGIN2A;111168;134;1;1170;701_092_LP;8.00;4.75;5.00
06543BSGIN2A;1341BSGIN2A;111168;134;1;1171;701_092_M;7.5;6.00;4.75
06544BSGIN2A;1341BSGIN2A;111168;134;1;1172;701_092_PPI;10.00;3.00;2.00
06545BPEDN2A;1244BPEDN2A;111173;124;4;1037;504_081_CP;7.5;5.00;8.50
06546BPEDN2A;1244BPEDN2A;111173;124;4;1038;504_081_EJA;5.25;6.00;5.00
06547BPEDN2A;1244BPEDN2A;111173;124;4;1039;504_081_EFEB;2.00;7.00;6.00
06548BPEDN2A;1244BPEDN2A;111173;124;4;1040;504_081_GE;9.00;8.5;10.00
06549BPEDN2A;1244BPEDN2A;111173;124;4;1041;504_081_PPI;0.00;9.65;10.00
06550LADMN1A;1202LADMN1A;111176;120;2;505;102_092_CG;10.00;10.00;10.00
06551LADMN1A;1202LADMN1A;111176;120;2;506;102_092_LP;2.00;5.00;0.50
06552LADMN1A;1202LADMN1A;111176;120;2;507;102_092_M;7.5;2.00;5.00
06553LADMN1A;1202LADMN1A;111176;120;2;508;102_092_PPI;3.5;7.00;7.00
06554LADMN1A;1202LADMN1A;111176;120;2;509;102_092_TGA;3.5;1.00;1.00
06555BADMN1A;1203BADMN1A;111185;120;3;515;103_092_CO;9.00;2.00;10.00
06556BADMN1A;1203BADMN1A;111185;120;3;516;103_092_E;2.00;10.00;1.00
06557BADMN1A;1203BADMN1A;111185;120;3;517;103_092_LT;6.00;9.65;5.00
06558BADMN1A;1203BADMN1A;111185;120;3;518;103_092_M;6.00;8.5;4.75
06559BADMN1A;1203BADMN1A;111185;120;3;519;103_092_PPI;6.00;7.00;6.00
06560BADMN1A;1203BADMN1A;111185;120;3;520;103_092_SO;7.5;7.00;10.00
06561LCCPN1A;1214LCCPN1A;111186;121;4;639;204_092_FLD;4.00;8.5;7.00
06562LCCPN1A;1214LCCPN1A;111186;121;4;640;204_092_LP;5.25;1.00;4.75
06563LCCPN1A;1214LCCPN1A;111186;121;4;641;204_092_MC;0.00;7.00;4.75
06564LCCPN1A;1214LCCPN1A;111186;121;4;642;204_092_PPI;6.00;6.00;9.65
06565LCCPN1A;1214LCCPN1A;111186;121;4;644;204_092_TC;1.00;6.00;1.00
06566LMATM2A;1236LMATM2A;111191;123;6;1242;1261242IAA;0.00;10.00;0.50
06567BPEDN1A;1244BPEDN1A;111203;124;4;1037;504_081_CP;0.00;9.65;7.00
06568BPEDN1A;1244BPEDN1A;111203;124;4;1038;504_081_EJA;7.5;5.00;1.00
06569BPEDN1A;1244BPEDN1A;111203;124;4;1039;504_081_EFEB;0.00;6.00;3.00
06570BPEDN1A;1244BPEDN1A;111203;124;4;1040;504_081_GE;6.00;9.65;4.75
06571BPEDN1A;1244BPEDN1A;111203;124;4;1041;504_081_PPI;4.00;6.00;5.00
06572LREDN2A;1322LREDN2A;111208;132;2;1079;821B_092_101_CR;1.00;1.00;4.75
06573LREDN2A;1322LREDN2A;111208;132;2;1080;821B_092_101_FIE;4.00;7.00;2.00
06574LREDN2A;1322LREDN2A;111208;132;2;1081;821B_092_101_FSO;1.00;6.00;5.00
06575LREDN2A;1322LREDN2A;111208;132;2;1082;821B_092_101_ICSO;8.00;3.00;0.50
06576LREDN2A;1322LREDN2A;111208;132;2;1083;821B_092_101_PPI;8.00;2.00;2.00
06577LMATN1A;1238LMATN1A;111210;123;8;1225;1261225ES1;1.00;8.5;9.65
06578LMATN2A;1234LMATN2A;111216;123;4;1241;1261241INT;8.00;9.65;5.00
06579BMATM1A;1232BMATM1A;111229;123;2;1254;1261254TRI;5.25;9.65;0.50
06580BPEDN1A;1242BPEDN1A;111230;124;2;1019;502_092_FE;2.00;2.00;7.00
06581BPEDN1A;1242BPEDN1A;111230;124;2;1020;502_092_LP;4.00;5.00;9.65
06582BPEDN1A;1242BPEDN1A;111230;124;2;1021;502_092_PEN;2.00;1.00;8.50
06583BPEDN1A;1242BPEDN1A;111230;124;2;1022;502_092_PPI;5.25;3.00;10.00
06584BPEDN1A;1242BPEDN1A;111230;124;2;1023;502_092_PE;4.00;6.00;3.00
06585BPEDN1A;1242BPEDN1A;111230;124;2;1024;502_092_TE;3.5;4.75;10.00
06586BPEDN2A;1247BPEDN2A;111232;124;7;1058;507_081_APMD;2.00;3.00;6.00
06587BPEDN2A;1247BPEDN2A;111232;124;7;1059;507_081_FI;4.00;7.00;8.50
06588BPEDN2A;1247BPEDN2A;111232;124;7;1060;507_081_MA;5.25;3.00;0.50
06589BPEDN2A;1247BPEDN2A;111232;124;7;1061;507_081_MEH;5.25;10.00;9.65
06590BPEDN2A;1247BPEDN2A;111232;124;7;1062;507_081_TCC;6.00;6.00;4.75
06591BPEDN2A;1247BPEDN2A;111232;124;7;1063;507_081_PPI;1.00;8.5;7.00
